,rent,size_m2,property_type,bedrooms,suite,parking,neighborhood
2884,1.400,30,Kitnet ,1,1,, SUDOESTE
2885,2.950,60,Apartamento ,2,1,, ASA NORTE
2886,2.700,70,Apartamento ,3,1,1, AGUAS CLARAS
2887,1.950,70,Apartamento ,2,,, AGUAS CLARAS
2888,2.000,54,Apartamento ,2,1,, AGUAS CLARAS
2889,1.200,30,Apartamento ,1,,, GUARA
2890,950,44,Apartamento ,2,,, GUARA
2891,4.200,120,Apartamento ,3,1,, ASA NORTE
2892,2.100,47,Apartamento ,1,1,1, TAGUATINGA
2893,3.300,80,Apartamento ,2,1,1, SUDOESTE
2894,1.550,33,Apartamento ,1,1,1, PARK SUL
2895,1.600,32,Kitnet ,1,1,, NOROESTE
2896,4.100,78,Apartamento ,2,1,1, NOROESTE
2897,2.700,67,Apartamento ,2,1,1, SUDOESTE
2898,2.700,79,Apartamento ,2,1,1, AGUAS CLARAS
2899,3.500,64,Apartamento ,2,1,1, ASA NORTE
2900,3.800,82,Apartamento ,2,1,1, SUDOESTE
2901,1.100,43,Kitnet ,1,1,, GUARA
2902,900,50,Apartamento ,2,1,, RIACHO FUNDO
2903,2.000,70,Apartamento ,2,1,1, AGUAS CLARAS
2904,5.100,120,Apartamento ,3,1,1, ASA SUL
2905,4.600,70,Apartamento ,2,2,1, PARK SUL
2906,620,39,Apartamento ,1,1,, GUARA
2907,1.450,42,Apartamento ,1,1,, SUDOESTE
2908,8.400,105,Apartamento ,3,1,1, OCTOGONAL
2909,1.800,35,Kitnet ,1,1,1, AGUAS CLARAS
2910,1.800,25,Apartamento ,1,1,1, SUDOESTE
2911,1.700,32,Apartamento ,1,1,, NOROESTE
2912,4.800,78,Apartamento ,2,1,2, NOROESTE
2913,1.900,58,Apartamento ,2,1,1, AGUAS CLARAS
2914,900,27,Apartamento ,1,,, SAMAMBAIA
2915,790,28,Kitnet ,1,,, ASA NORTE
2916,580,38,Apartamento ,1,1,, RIACHO FUNDO
2917,6.000,140,Apartamento ,3,1,1, ASA NORTE
2918,7.400,126,Apartamento ,3,3,2, NOROESTE
2919,2.800,120,Apartamento ,2,1,2, AGUAS CLARAS
2920,3.000,96,Apartamento ,3,1,1, AGUAS CLARAS
2921,1.550,56,Apartamento ,2,1,, AGUAS CLARAS
2922,1.200,80,Apartamento ,3,1,1, TAGUATINGA
2923,2.200,50,Apartamento ,2,2,1, AGUAS CLARAS
2924,900,40,Apartamento ,1,,, TAGUATINGA
2925,5.000,245,Apartamento ,4,2,2, AGUAS CLARAS
2926,1.700,50,Apartamento ,2,1,1, TAGUATINGA
2927,1.600,88,Apartamento ,2,1,, GUARA
2928,290.000,44,Apartamento ,1,,, ASA NORTE
2929,1.250,36,Apartamento ,2,1,, SUDOESTE
2930,600,50,Apartamento ,2,,, NUCLEO BANDEIRANTE
2931,4.500,85,Apartamento ,2,1,2, NOROESTE
2932,1.500,30,Apartamento ,1,1,, AGUAS CLARAS
2933,700,27,Kitnet ,1,,, LAGO NORTE
2934,600,45,Apartamento ,1,,, NUCLEO BANDEIRANTE
2935,1.200,80,Apartamento ,3,,, CEILANDIA
2936,1.800,62,Apartamento ,3,,, CRUZEIRO
2937,645,44,Apartamento ,2,1,, VALPARAISO DE GOIAS
2938,1.100,24,Kitnet ,1,,, SUDOESTE
2939,700,55,Apartamento ,2,,, TAGUATINGA
2940,1.100,38,Apartamento ,1,1,, VICENTE PIRES
2941,850,44,Apartamento ,2,1,, SANTA MARIA
2942,1.600,27,Apartamento ,1,2,, ASA SUL
2943,833,27,Apartamento ,1,,, VICENTE PIRES
2944,1.439,31,Apartamento ,1,1,1, NOROESTE
2945,1.200,33,Kitnet ,1,,, LAGO NORTE
2946,950,30,Kitnet ,1,1,1, SUDOESTE
2947,850,60,Apartamento ,2,,, CEILANDIA
2948,560,35,Apartamento ,1,,, GAMA
2949,2.450,63,Apartamento ,1,,, ASA NORTE
2950,1.800,45,Apartamento ,1,1,, AGUAS CLARAS
2951,800,50,Apartamento ,1,,, GUARA
2952,800,60,Apartamento ,2,,, PLANALTINA
2953,4.500,65,Apartamento ,2,1,, NOROESTE
2954,950,60,Apartamento ,2,,, GUARA
2955,4.500,73,Apartamento ,2,1,1, NOROESTE
2956,1.300,56,Apartamento ,2,1,1, SAMAMBAIA
2957,13.000,230,Apartamento ,4,2,2, ASA SUL
2958,700,55,Apartamento ,2,,, RIACHO FUNDO
2959,2.500,60,Apartamento ,2,1,, SUDOESTE
2960,900,79,Kitnet ,1,,, GUARA
2961,1.100,35,Kitnet ,1,,, ASA NORTE
2962,2.300,100,Apartamento ,3,1,, ASA NORTE
2963,1.500,76,Apartamento ,3,1,, AGUAS CLARAS
2964,3.500,46,Apartamento ,2,1,2, ASA NORTE
2965,2.500,90,Apartamento ,3,1,1, TAGUATINGA
2966,1.500,40,Apartamento ,1,,, ASA NORTE
2967,900,70,Apartamento ,2,,, TAGUATINGA
2968,4.300,157,Apartamento ,3,1,1, ASA SUL
2969,590,28,Apartamento ,1,,, TAGUATINGA
2970,690,40,Apartamento ,1,1,, GUARA
2971,5.500,70,Apartamento ,2,1,2, ASA NORTE
2972,1.300,26,Kitnet ,1,1,, PARK SUL
2973,750,33,Kitnet ,1,,, ASA NORTE
2974,1.350,60,Apartamento ,2,1,, SOBRADINHO
2975,700,40,Apartamento ,2,,, AGUAS CLARAS
2976,2.500,62,Apartamento ,2,1,, ASA NORTE
2977,3.600,80,Apartamento ,2,,, ASA SUL
2978,2.750,30,Apartamento ,1,1,1, SUDOESTE
2979,2.300,198,Apartamento ,3,1,, GUARA
2980,4.597,55,Apartamento ,2,1,1, AGUAS CLARAS
2981,2.000,30,Apartamento ,1,1,, SUDOESTE
2982,3.400,110,Apartamento ,2,1,, ASA SUL
2983,1.300,60,Apartamento ,2,,, GUARA
2984,4.500,127,Apartamento ,3,1,1, ASA NORTE
2985,3.500,89,Apartamento ,3,1,1, SUDOESTE
2986,420,50,Apartamento ,1,,, SAMAMBAIA
2987,2.200,37,Apartamento ,1,,, ASA NORTE
2988,1.300,40,Apartamento ,1,1,1, AGUAS CLARAS
2989,1.000,28,Kitnet ,1,1,, ASA NORTE
2990,3.200,120,Apartamento ,3,1,2, AGUAS CLARAS
2991,3.800,105,Apartamento ,3,1,, ASA SUL
2992,600,18,Kitnet ,1,,, ASA SUL
2993,2.300,63,Apartamento ,3,2,, CRUZEIRO
2994,5.300,74,Apartamento ,2,2,2, NOROESTE
2995,10.900,234,Apartamento ,4,2,2, ASA SUL
2996,900,42,Apartamento ,1,,, GUARA
2997,1.300,26,Kitnet ,1,1,, ASA NORTE
2998,1.600,45,Apartamento ,1,1,1, AGUAS CLARAS
2999,4.500,145,Apartamento ,3,1,2, AGUAS CLARAS
3000,1.650,35,Kitnet ,1,1,1, ASA NORTE
3001,2.350,45,Apartamento ,2,,, ASA NORTE
3002,6.200,145,Apartamento ,3,3,2, NOROESTE
3003,2.500,100,Apartamento ,3,1,2, AGUAS CLARAS
3004,1.300,52,Apartamento ,2,,, SIG
3005,1.450,37,Apartamento ,1,1,, AGUAS CLARAS
3006,900,60,Apartamento ,2,,, CEILANDIA
3007,3.500,52,Apartamento ,2,2,1, PARK SUL
3008,750,30,Apartamento ,1,1,, CEILANDIA
3009,4.500,120,Apartamento ,3,1,1, ASA NORTE
3010,1.300,25,Kitnet ,1,1,, ASA SUL
3011,4.400,75,Apartamento ,2,1,2, ASA NORTE
3012,1.700,67,Apartamento ,2,1,1, AGUAS CLARAS
3013,850,75,Apartamento ,2,1,, CEILANDIA
3014,700,30,Apartamento ,1,1,, VICENTE PIRES
3015,980,37,Kitnet ,1,,, SUDOESTE
3016,2.400,115,Apartamento ,3,1,1, AGUAS CLARAS
3017,1.800,32,Apartamento ,1,1,, NOROESTE
3018,500,35,Kitnet ,1,,, TAGUATINGA
3019,5.000,145,Apartamento ,3,1,1, ASA SUL
3020,1.200,45,Apartamento ,2,1,, AGUAS CLARAS
3021,4.000,95,Apartamento ,3,1,1, ASA NORTE
3022,1.400,36,Apartamento ,1,,, ASA SUL
3023,1.600,80,Apartamento ,3,1,1, GUARA
3024,5.500,127,Apartamento ,4,1,3, GUARA
3025,6.500,139,Apartamento ,3,3,2, ASA NORTE
3026,3.000,73,Apartamento ,2,1,1, SUDOESTE
3027,750,38,Apartamento ,1,,, TAGUATINGA
3028,1.500,60,Apartamento ,2,1,, SOBRADINHO
3029,1.600,28,Apartamento ,1,1,1, PARK SUL
3030,1.000,48,Apartamento ,2,,, GUARA
3031,2.990,68,Apartamento ,2,1,, ASA NORTE
3032,4.200,76,Apartamento ,2,1,2, NOROESTE
3033,3.000,137,Apartamento ,3,1,1, ASA NORTE
3034,4.200,152,Apartamento ,4,2,2, AGUAS CLARAS
3035,1.400,0,Apartamento ,2,1,, GAMA
3036,950,33,Kitnet ,1,,, ASA NORTE
3037,350,35,Apartamento ,1,,, CEILANDIA
3038,5.900,74,Apartamento ,2,1,2, ASA NORTE
3039,1.400,90,Apartamento ,2,2,, GUARA
3040,800,45,Apartamento ,1,,, NUCLEO BANDEIRANTE
3041,1.400,62,Apartamento ,2,,, ASA SUL
3042,4.300,100,Apartamento ,3,1,, ASA SUL
3043,4.050,78,Apartamento ,2,1,2, NOROESTE
3044,1.500,38,Apartamento ,1,1,, AGUAS CLARAS
3045,1.380,65,Apartamento ,2,1,1, TAGUATINGA
3046,13.800,283,Apartamento ,4,1,2, SUDOESTE
3047,3.300,78,Apartamento ,3,,, ASA SUL
3048,2.200,56,Apartamento ,2,1,1, AGUAS CLARAS
3049,1.800,55,Apartamento ,2,1,, GUARA
3050,1.300,70,Apartamento ,2,,, SAMAMBAIA
3051,2.600,54,Apartamento ,2,1,, ASA SUL
3052,1.850,34,Kitnet ,1,1,1, LAGO NORTE
3053,3.500,107,Apartamento ,3,1,1, AGUAS CLARAS
3054,2.800,78,Apartamento ,3,,, ASA NORTE
3055,851,60,Apartamento ,2,,, GUARA
3056,600,35,Apartamento ,1,,, NUCLEO BANDEIRANTE
3057,1.700,48,Apartamento ,2,1,, JARDINS MANGUEIRAL
3058,350,25,Kitnet ,1,,, TAGUATINGA
3059,1.150,50,Apartamento ,2,1,, TAGUATINGA
3060,2.550,60,Apartamento ,2,1,1, AGUAS CLARAS
3061,2.300,70,Apartamento ,1,,, ASA SUL
3062,800,60,Apartamento ,1,,, CEILANDIA
3063,420,50,Apartamento ,1,,, SAMAMBAIA
3064,3.100,67,Apartamento ,3,1,, ASA SUL
3065,1.500,46,Apartamento ,2,1,, AGUAS CLARAS
3066,850,42,Apartamento ,1,1,, TAGUATINGA
3067,850,35,Apartamento ,1,,, SOBRADINHO
3068,1.200,27,Kitnet ,1,1,, ASA NORTE
3069,1.000,50,Apartamento ,2,,, NUCLEO BANDEIRANTE
3070,650,32,Apartamento ,1,,, ASA NORTE
3071,1.800,65,Apartamento ,2,2,, TAGUATINGA
3072,380,50,Apartamento ,1,,, SAMAMBAIA
3073,1.100,30,Kitnet ,1,1,1, SUDOESTE
3074,1.200,37,Apartamento ,1,,, ASA SUL
3075,1.350,30,Apartamento ,1,1,, LAGO NORTE
3076,1.200,30,Apartamento ,1,1,, SUDOESTE
3077,4.800,119,Apartamento ,3,1,1, ASA NORTE
3078,4.400,150,Apartamento ,3,1,1, AGUAS CLARAS
3079,9.300,256,Apartamento ,4,4,4, ASA NORTE
3080,4.200,81,Apartamento ,2,1,2, NOROESTE
3081,2.600,55,Apartamento ,1,1,1, SUDOESTE
3082,700,40,Apartamento ,1,,, TAGUATINGA
3083,900,31,Kitnet ,1,,, ASA NORTE
3084,600,45,Apartamento ,2,,, SAMAMBAIA
3085,1.400,50,Kitnet ,1,,, SUDOESTE
3086,2.300,62,Apartamento ,2,,, SUDOESTE
3087,800,30,Kitnet ,1,,, SAMAMBAIA
3088,1.700,65,Apartamento ,2,1,, AGUAS CLARAS
3089,1.500,27,Kitnet ,1,1,1, ASA SUL
3090,3.850,40,Apartamento ,1,1,1, ASA SUL
3091,1.500,53,Apartamento ,2,2,, CEILANDIA
3092,3.600,80,Apartamento ,3,,, ASA SUL
3093,1.200,24,Kitnet ,1,1,, SUDOESTE
3094,14.000,160,Apartamento ,3,3,, NOROESTE
3095,1.100,40,Apartamento ,2,,, TAGUATINGA
3096,800,30,Kitnet ,1,,, ASA NORTE
3097,800,20,Apartamento ,1,,, TAGUATINGA
3098,1.800,54,Apartamento ,2,1,, AGUAS CLARAS
3099,1.200,30,Kitnet ,1,,, ASA NORTE
3100,700,55,Apartamento ,2,,, RIACHO FUNDO
3101,1.100,25,Kitnet ,1,1,, ASA NORTE
3102,1.850,32,Apartamento ,1,1,, AGUAS CLARAS
3103,1.200,45,Apartamento ,1,1,, TAGUATINGA
3104,3.700,108,Apartamento ,2,1,1, OCTOGONAL
3105,2.100,58,Apartamento ,1,1,, LAGO NORTE
3106,1.600,34,Kitnet ,1,1,, ASA NORTE
3107,1.200,60,Apartamento ,2,1,1, SAMAMBAIA
3108,1.400,30,Apartamento ,1,1,, SUDOESTE
3109,12.000,211,Apartamento ,4,4,3, NOROESTE
3110,2.800,77,Apartamento ,2,1,2, AGUAS CLARAS
3111,1.900,62,Apartamento ,2,,, CRUZEIRO
3112,1.380,30,Apartamento ,1,1,, SUDOESTE
3113,1.500,32,Apartamento ,1,1,1, AGUAS CLARAS
3114,1.200,28,Kitnet ,1,1,, SUDOESTE
3115,2.200,60,Apartamento ,2,1,2, AGUAS CLARAS
3116,550,45,Kitnet ,1,1,, SANTA MARIA
3117,14.500,226,Apartamento ,4,2,2, ASA SUL
3118,1.200,42,Kitnet ,1,,, ASA NORTE
3119,1.500,40,Apartamento ,2,,, TAGUATINGA
3120,5.650,180,Apartamento ,4,2,3, AGUAS CLARAS
3121,1.800,63,Apartamento ,2,1,1, TAGUATINGA
3122,3.400,77,Apartamento ,3,1,1, SUDOESTE
3123,5.300,110,Apartamento ,3,1,2, NOROESTE
3124,4.090,38,Apartamento ,1,1,, ASA NORTE
3125,1.500,50,Apartamento ,2,1,, JARDINS MANGUEIRAL
3126,2.040,30,Apartamento ,1,1,, NOROESTE
3127,1.300,70,Apartamento ,2,,, NUCLEO BANDEIRANTE
3128,500,50,Apartamento ,1,,, CEILANDIA
3129,1.650,26,Kitnet ,1,1,1, PARK SUL
3130,1.200,30,Apartamento ,1,1,, PARK SUL
3131,3.500,129,Apartamento ,3,1,, ASA SUL
3132,1.500,69,Apartamento ,3,1,, CEILANDIA
3133,1.800,60,Apartamento ,3,1,, GUARA
3134,3.400,26,Kitnet ,1,1,1, SUDOESTE
3135,3.700,62,Apartamento ,2,1,1, ASA SUL
3136,1.250,50,Apartamento ,2,,, VARJAO
3137,700,25,Kitnet ,1,,, ASA NORTE
3138,6.100,96,Apartamento ,3,1,2, PARK SUL
3139,1.300,35,Kitnet ,1,1,, ASA SUL
3140,1.280,70,Apartamento ,2,,, RIACHO FUNDO
3141,2.900,80,Apartamento ,3,1,2, AGUAS CLARAS
3142,1.300,40,Apartamento ,1,1,, AGUAS CLARAS
3143,2.100,60,Apartamento ,2,,, ASA NORTE
3144,1.200,33,Apartamento ,1,1,, AGUAS CLARAS
3145,1.300,53,Apartamento ,2,,, SOBRADINHO
3146,750,35,Kitnet ,1,,, TAGUATINGA
3147,900,62,Apartamento ,2,1,, TAGUATINGA
3148,2.700,39,Apartamento ,1,1,, AGUAS CLARAS
3149,950,80,Apartamento ,2,,, PARANOA
3150,1.200,29,Kitnet ,1,1,, ASA NORTE
3151,1.650,40,Kitnet ,1,1,, AGUAS CLARAS
3152,2.300,80,Apartamento ,2,1,1, AGUAS CLARAS
3153,2.000,64,Apartamento ,3,1,, GUARA
3154,500,22,Apartamento ,1,,, ASA NORTE
3155,1.200,48,Apartamento ,1,,, TAGUATINGA
3156,900,50,Apartamento ,2,,, TAGUATINGA
3157,4.000,83,Apartamento ,2,1,1, NOROESTE
3158,4.000,69,Apartamento ,2,1,, OCTOGONAL
3159,3.900,89,Apartamento ,3,1,2, GUARA
3160,3.100,148,Apartamento ,4,1,1, AGUAS CLARAS
3161,450,45,Apartamento ,1,,, GUARA
3162,600,40,Kitnet ,1,,, AGUAS CLARAS
3163,2.100,64,Apartamento ,2,,, ASA NORTE
3164,900,34,Kitnet ,1,,, SUDOESTE
3165,3.500,66,Apartamento ,2,1,, ASA NORTE
3166,1.100,30,Apartamento ,1,,, GUARA
3167,780,50,Apartamento ,2,,, TAGUATINGA
3168,1.400,60,Apartamento ,2,1,1, TAGUATINGA
3169,1.200,70,Apartamento ,2,1,, TAGUATINGA
3170,1.500,105,Apartamento ,3,1,, GUARA
3171,1.200,60,Apartamento ,2,,, GUARA
3172,1.200,25,Kitnet ,1,,, SUDOESTE
3173,14.000,245,Apartamento ,4,,, ASA SUL
3174,1.700,29,Kitnet ,1,1,, LAGO NORTE
3175,1.650,67,Apartamento ,2,1,, GUARA
3176,1.400,26,Apartamento ,1,1,1, PARK SUL
3177,2.400,66,Apartamento ,3,1,1, AGUAS CLARAS
3178,750,29,Kitnet ,1,,, ASA NORTE
3179,1.200,44,Apartamento ,2,1,, SAMAMBAIA
3180,1.490,32,Apartamento ,1,1,, GUARA
3181,800,28,Apartamento ,1,,, GUARA
3182,685,45,Apartamento ,2,1,, VALPARAISO DE GOIAS
3183,1.000,28,Kitnet ,1,1,, AGUAS CLARAS
3184,5.500,181,Apartamento ,4,1,2, SUDOESTE
3185,1.200,27,Kitnet ,1,1,, PARK SUL
3186,2.500,60,Apartamento ,2,1,, LAGO NORTE
3187,1.300,28,Kitnet ,1,,, ASA NORTE
3188,3.500,140,Apartamento ,3,1,, ASA SUL
3189,600,18,Kitnet ,1,,, ASA SUL
3190,1.900,62,Apartamento ,3,,, GUARA
3191,4.900,135,Apartamento ,4,1,1, ASA NORTE
3192,1.700,80,Apartamento ,2,1,, JARDIM BOTANICO
3193,1.550,23,Kitnet ,1,1,1, ASA SUL
3194,8.500,221,Apartamento ,4,2,1, ASA SUL
3195,1.000,40,Apartamento ,2,1,, VICENTE PIRES
3196,900,27,Kitnet ,1,,, LAGO NORTE
3197,6.500,226,Apartamento ,4,3,3, AGUAS CLARAS
3198,12.500,198,Apartamento ,4,2,2, SUDOESTE
3199,2.800,70,Apartamento ,2,1,1, ASA NORTE
3200,3.200,47,Apartamento ,1,1,, ASA NORTE
3201,2.200,34,Apartamento ,1,1,, NOROESTE
3202,1.000,30,Apartamento ,1,1,, LAGO NORTE
3203,7.100,150,Apartamento ,3,1,, ASA SUL
3204,900,45,Apartamento ,1,,, TAGUATINGA
3205,1.050,33,Apartamento ,1,1,1, AGUAS CLARAS
3206,700,35,Apartamento ,1,,, NUCLEO BANDEIRANTE
3207,3.000,90,Apartamento ,3,1,1, GUARA
3208,3.000,64,Apartamento ,2,,, ASA SUL
3209,45.000,900,Apartamento ,4,4,3, ASA SUL
3210,2.500,75,Apartamento ,3,1,1, AGUAS CLARAS
3211,4.000,140,Apartamento ,3,1,1, ASA NORTE
3212,900,35,Kitnet ,1,,, ASA NORTE
3213,550,22,Kitnet ,1,,, ASA NORTE
3214,790,32,Kitnet ,,,, NUCLEO BANDEIRANTE
3215,900,35,Apartamento ,1,,, TAGUATINGA
3216,1.200,55,Apartamento ,2,1,, VICENTE PIRES
3217,800,23,Kitnet ,1,,, ASA NORTE
3218,900,51,Apartamento ,2,,, AGUAS CLARAS
3219,900,30,Kitnet ,1,,, ASA NORTE
3220,2.600,64,Apartamento ,2,1,1, LAGO NORTE
3221,1.700,65,Apartamento ,2,,, CRUZEIRO
3222,950,60,Apartamento ,2,,, PLANALTINA
3223,750,33,Apartamento ,1,1,, CEILANDIA
3224,1.000,60,Apartamento ,2,1,, NUCLEO BANDEIRANTE
3225,2.000,80,Apartamento ,3,,, CRUZEIRO
3226,2.500,66,Apartamento ,2,1,1, AGUAS CLARAS
3227,3.000,75,Apartamento ,2,1,, SUDOESTE
3228,1.350,35,Apartamento ,1,1,, SETOR INDUSTRIAL
3229,600,40,Apartamento ,1,,, NUCLEO BANDEIRANTE
3230,3.200,60,Apartamento ,2,1,, ASA NORTE
3231,2.900,70,Apartamento ,2,2,, ASA NORTE
3232,700,25,Kitnet ,1,,, ASA NORTE
3233,3.200,104,Apartamento ,4,2,3, AGUAS CLARAS
3234,1.000,23,Kitnet ,1,,, ASA NORTE
3235,420,42,Apartamento ,1,,, TAGUATINGA
3236,850,25,Kitnet ,1,,, ASA NORTE
3237,2.500,48,Apartamento ,2,2,, ASA NORTE
3238,700,22,Kitnet ,1,,, ASA NORTE
3239,700,42,Apartamento ,1,,, RIACHO FUNDO
3240,550,40,Apartamento ,1,,, PLANALTINA
3241,3.700,96,Apartamento ,3,1,1, SUDOESTE
3242,800,27,Apartamento ,1,1,1, SAMAMBAIA
3243,1.100,55,Apartamento ,3,1,1, TAGUATINGA
3244,600,42,Apartamento ,2,1,, VALPARAISO DE GOIAS
3245,1.400,30,Kitnet ,1,1,, ASA NORTE
3246,1.880,65,Apartamento ,3,1,, GUARA
3247,1.400,35,Kitnet ,1,,, ASA SUL
3248,1.200,25,Kitnet ,1,,, ASA SUL
3249,3.100,100,Apartamento ,2,1,, ASA SUL
3250,800,45,Apartamento ,1,,, GAMA
3251,550,35,Apartamento ,1,,, NUCLEO BANDEIRANTE
3252,2.500,55,Apartamento ,2,1,, PARK WAY
3253,4.000,103,Apartamento ,3,1,2, AGUAS CLARAS
3254,3.300,80,Apartamento ,2,1,1, SUDOESTE
3255,1.150,72,Apartamento ,2,1,, GAMA
3256,1.400,45,Kitnet ,1,,, JARDIM BOTANICO
3257,950,43,Apartamento ,1,,, TAGUATINGA
3258,750,27,Kitnet ,1,,, ASA NORTE
3259,510,30,Kitnet ,1,,, VICENTE PIRES
3260,1.700,60,Apartamento ,3,1,, GUARA
3261,1.950,53,Apartamento ,2,1,1, AGUAS CLARAS
3262,600,50,Apartamento ,2,1,, VALPARAISO DE GOIAS
3263,1.100,40,Apartamento ,1,,, GUARA
3264,6.200,103,Apartamento ,3,1,1, NOROESTE
3265,850,43,Apartamento ,2,,, PLANALTINA
3266,1.400,31,Apartamento ,1,1,1, AGUAS CLARAS
3267,1.900,35,Kitnet ,1,1,, AGUAS CLARAS
3268,1.400,45,Apartamento ,1,,, ASA SUL
3269,1.400,48,Apartamento ,2,1,, TAGUATINGA
3270,1.750,50,Apartamento ,2,,, ASA SUL
3271,850,32,Apartamento ,1,,, GUARA
3272,1.100,24,Apartamento ,1,,, SUDOESTE
3273,3.100,103,Apartamento ,3,1,1, AGUAS CLARAS
3274,2.200,54,Apartamento ,2,1,1, LAGO NORTE
3275,2.200,98,Apartamento ,2,1,1, AGUAS CLARAS
3276,750,25,Kitnet ,1,,, ASA NORTE
3277,900,40,Apartamento ,1,,, VICENTE PIRES
3278,1.000,65,Apartamento ,2,1,, SAMAMBAIA
3279,3.600,75,Apartamento ,1,1,1, ASA NORTE
3280,1.050,30,Apartamento ,1,1,1, ASA NORTE
3281,1.000,37,Apartamento ,1,1,, AGUAS CLARAS
3282,2.000,33,Apartamento ,1,,, NOROESTE
3283,1.050,48,Apartamento ,2,1,, TAGUATINGA
3284,1.100,60,Apartamento ,2,,, NUCLEO BANDEIRANTE
3285,900,35,Kitnet ,1,,, TAGUATINGA
3286,600,22,Kitnet ,1,,, ASA NORTE
3287,1.000,28,Apartamento ,1,1,, CRUZEIRO
3288,14.000,202,Apartamento ,4,4,4, PARK SUL
3289,1.400,58,Apartamento ,2,1,, GUARA
3290,700,30,Apartamento ,1,1,, VICENTE PIRES
3291,1.300,23,Apartamento ,1,1,, SUDOESTE
3292,420,35,Apartamento ,1,,, SAMAMBAIA
3293,2.600,60,Apartamento ,2,,, SUDOESTE
3294,600,35,Kitnet ,1,,, SOBRADINHO
3295,5.500,160,Apartamento ,4,2,1, SUDOESTE
3296,1.900,26,Kitnet ,1,1,, SUDOESTE
3297,1.600,59,Apartamento ,2,1,1, AGUAS CLARAS
3298,1.800,58,Apartamento ,2,1,, AGUAS CLARAS
3299,650,60,Apartamento ,2,,, CEILANDIA
3300,1.400,55,Kitnet ,1,1,1, SUDOESTE
3301,550,25,Kitnet ,1,,, SAO SEBASTIAO
3302,3.500,107,Apartamento ,3,1,1, ASA NORTE
3303,900,31,Apartamento ,1,2,, SUDOESTE
3304,1.250,30,Kitnet ,1,1,, ASA SUL
3305,1.500,70,Apartamento ,3,1,1, SAMAMBAIA
3306,1.000,24,Apartamento ,1,,, ASA NORTE
3307,3.200,70,Apartamento ,2,1,1, SUDOESTE
3308,5.900,109,Apartamento ,3,1,3, NOROESTE
3309,3.400,71,Apartamento ,2,1,1, SUDOESTE
3310,1.600,40,Apartamento ,2,1,, LAGO NORTE
3311,1.200,60,Apartamento ,2,1,1, NUCLEO BANDEIRANTE
3312,1.000,30,Apartamento ,1,1,1, AGUAS CLARAS
3313,800,25,Kitnet ,1,,, ASA NORTE
3314,5.200,155,Apartamento ,3,1,1, ASA SUL
3315,1.650,57,Apartamento ,2,1,1, AGUAS CLARAS
3316,1.450,45,Kitnet ,1,1,, AGUAS CLARAS
3317,2.700,110,Apartamento ,3,1,2, AGUAS CLARAS
3318,2.500,53,Apartamento ,1,1,2, ASA SUL
3319,2.000,32,Apartamento ,1,,, ASA NORTE
3320,6.200,51,Apartamento ,1,1,, ASA NORTE
3321,3.400,74,Apartamento ,2,1,, ASA NORTE
3322,1.700,70,Apartamento ,2,1,, GUARA
3323,9.900,200,Apartamento ,3,1,, SUDOESTE
3324,850,100,Apartamento ,3,1,, CEILANDIA
3325,1.000,48,Apartamento ,2,,, GUARA
3326,1.900,42,Apartamento ,1,1,1, AGUAS CLARAS
3327,2.850,54,Apartamento ,2,1,, ASA SUL
3328,1.596,35,Apartamento ,1,1,, NOROESTE
3329,1.200,45,Apartamento ,2,,, TAGUATINGA
3330,600,40,Kitnet ,1,,, TAGUATINGA
3331,900,28,Kitnet ,1,,, ASA SUL
3332,3.200,36,Apartamento ,1,1,, ASA NORTE
3333,2.000,96,Apartamento ,2,1,1, AGUAS CLARAS
3334,3.200,60,Apartamento ,2,1,1, AGUAS CLARAS
3335,1.800,42,Apartamento ,1,1,1, AGUAS CLARAS
3336,1.300,86,Apartamento ,3,1,, SOBRADINHO
3337,1.300,33,Kitnet ,1,1,, LAGO NORTE
3338,1.000,25,Kitnet ,1,1,, ASA NORTE
3339,1.200,50,Apartamento ,2,,, GUARA
3340,2.800,67,Apartamento ,2,1,1, GUARA
3341,8.200,175,Apartamento ,2,1,1, ASA SUL
3342,6.500,146,Apartamento ,3,1,2, ASA NORTE
3343,1.000,25,Kitnet ,1,1,, ASA NORTE
3344,1.300,50,Apartamento ,2,1,, JARDINS MANGUEIRAL
3345,1.300,59,Apartamento ,2,1,, TAGUATINGA
3346,10.000,240,Apartamento ,4,1,2, ASA SUL
3347,5.500,136,Apartamento ,3,1,1, ASA SUL
3348,1.300,66,Apartamento ,3,1,, TAGUATINGA
3349,2.100,60,Apartamento ,2,1,1, AGUAS CLARAS
3350,920,30,Kitnet ,1,1,, ASA NORTE
3351,680,35,Kitnet ,1,,, GUARA
3352,1.750,70,Apartamento ,2,1,1, SOBRADINHO
3353,3.699,120,Apartamento ,3,1,1, ASA SUL
3354,650,40,Apartamento ,1,,, AGUAS CLARAS
3355,1.180,39,Kitnet ,1,1,1, AGUAS CLARAS
3356,750,55,Apartamento ,2,,, NUCLEO BANDEIRANTE
3357,710,11,Kitnet ,1,,, ASA NORTE
3358,560,45,Apartamento ,1,,, GAMA
3359,2.070,60,Apartamento ,2,,, SUDOESTE
3360,650,44,Apartamento ,2,1,, LUZIANIA
3361,1.900,66,Apartamento ,2,1,, OCTOGONAL
3362,800,50,Apartamento ,2,,, NUCLEO BANDEIRANTE
